"article_link","headline","is_sarcastic"
"https://www.huffingtonpost.com/entry/on-the-anniversary-of-a-lost-election_us_5a02f851e4b0230facb8418e","a year removed from trump's election, his rise and shortcomings hearken back to the 1960s","0"
"https://www.theonion.com/sherwin-williams-triumphantly-reports-nearly-half-the-p-1819566493","sherwin-williams triumphantly reports nearly half the planet covered in paint","1"
"https://www.huffingtonpost.com/entry/wayne-coyne-oczy-mlody_us_5875507fe4b03c8a02d3b8e4","wayne coyne wants more futuristic 'drugs that we can have fun on'","0"
"https://www.huffingtonpost.com/entry/nra-ominous-appeal_n_5931956.html","nra's ominous but misleading appeal","0"
"https://www.huffingtonpost.com/entry/randi-weingarten-betsy-devos_us_5873b76ae4b043ad97e4ab03","teachers union president: betsy devos 'has tried to take the public out of public education'","0"
"https://www.huffingtonpost.com/entry/ali-wong-mini-me-throws-down-on-the-dance-floor-in-comedians-signature-cheetah-print_us_5afb3760e4b0a59b4dfe5a16","cheetah print-wearing ali wong mini-me throws down on the dance floor","0"
"https://www.huffingtonpost.comhttp://www.cnn.com/2016/06/03/politics/democratic-primary-sanders-senators-warren-clinton/index.html","democrats weigh how to nudge sanders out","0"
"https://www.theonion.com/police-found-golden-state-killer-by-tracing-owner-of-i-1825609993","police found golden state killer by tracing owner of 'iamthegoldenstatekiller.com' website","1"
"https://www.theonion.com/family-has-strict-no-smartphone-rule-while-eating-dinne-1819577215","family has strict no smartphone rule while eating dinner in front of tv","1"
"https://entertainment.theonion.com/pallbearers-carry-leslie-nielsen-s-coffin-without-incid-1819590083","pallbearers carry leslie nielsen's coffin without incident","1"
"https://www.huffingtonpost.com/entry/netflix-royal-wedding_us_5ad7d347e4b0e4d0715d0978","5 netflix things to watch if you can't wait for the royal wedding","0"
"https://entertainment.theonion.com/tv-viewer-relates-to-totally-unbelievable-character-tha-1819574842","tv viewer relates to totally unbelievable character that could never exist in reality","1"
"https://www.huffingtonpost.com/entry/gardner-loves-conservative-radio-shows-but-not-town_us_58f0dd7be4b04cae050dc687","gardner loves conservative radio shows but not town halls","0"
"https://local.theonion.com/coworker-retreats-to-remote-corner-of-office-to-complet-1819578081","coworker retreats to remote corner of office to complete disgusting food order","1"
"https://local.theonion.com/area-man-now-checks-inside-boat-in-driveway-every-morni-1819574867","area man now checks inside boat in driveway every morning","1"
"https://www.theonion.com/mississippi-brings-down-yet-another-national-average-1819573197","mississippi brings down yet another national average","1"
"https://www.huffingtonpost.com/entry/want-to-live-to-102-heres_b_5625089.html","want to live to 102? here's how.","0"
"https://www.huffingtonpost.com/entry/its-time-to-rethink-what-constitutes-an-oscar-performance_us_5a54c152e4b0efe47ebcc4fc","it's time to rethink what we consider an oscar performance","0"
"https://www.huffingtonpost.com/entry/red-chair-wedding-the-voice-bloodbath-semifinals-results_us_5a31646de4b01bdd76595b68","red chair wedding: 'the voice' bloodbath semifinals results","0"
"https://www.huffingtonpost.com/entry/setting-up-the-jokes-for_b_6001264.html","setting up the jokes for maximum effect","0"
"https://www.huffingtonpost.com/entry/is-it-time-to-level-the-playing-field-for-college-athletes_us_594abbbbe4b062254f3a5aee","is it time to level the playing field for college athletes?","0"
"https://www.theonion.com/chicago-public-schools-celebrate-fifth-straight-day-wit-1819573897","chicago public schools celebrate fifth straight day without any student violence","1"
"https://www.huffingtonpost.com/entry/gunman-in-federal-building-shooting-got-raw-deal-congressman_us_55d8b7d9e4b0a40aa3ab2bb4","gunman in federal building shooting got 'raw deal': congressman","0"
"https://local.theonion.com/friends-trying-on-each-other-s-glasses-revel-in-gloriou-1824020054","friends trying on each other's glasses revel in glorious mayhem of having slightly different prescriptions","1"
"https://local.theonion.com/mom-really-gunning-to-befriend-babysitter-during-weekly-1819579467","mom really gunning to befriend babysitter during weekly 3-minute interactions","1"
"https://www.huffingtonpost.com/entry/madonna-redeems-2016-with-anti-trump-cover-of-britneys-toxic_us_58432628e4b0c68e04811d59","madonna's anti-trump cover of britney spears' 'toxic' is the antidote we need to 2016","0"
"https://local.theonion.com/amazon-1-click-bankrupts-area-parkinsons-sufferer-1819588148","amazon 1-click bankrupts area parkinson's sufferer","1"
"https://www.huffingtonpost.com/entry/trump-reaffirmed-his-intention-to-order-war-crimes_us_56d98bc7e4b0000de404296c","trump reaffirms his intention to order war crimes, then backs down [update]","0"
"https://local.theonion.com/liberal-arts-graduate-realizes-he-s-already-forgotten-9-1819577009","liberal arts graduate realizes he's already forgotten 90% of human condition","1"
"https://politics.theonion.com/overcrowded-gop-field-forces-iowa-to-construct-massive-1819578044","overcrowded gop field forces iowa to construct massive town hall stadium","1"
"https://politics.theonion.com/mike-pence-training-for-vice-presidential-debate-by-hit-1819579304","mike pence training for vice presidential debate by hitting punching bag with climate change study taped on front","1"
"https://entertainment.theonion.com/netflix-cancels-jimmy-carter-s-world-of-peanuts-1826268914","netflix cancels 'jimmy carter's world of peanuts'","1"
"https://www.huffingtonpost.comhttp://theslot.jezebel.com/republican-women-a-reminder-that-your-party-is-not-for-1768048501?rev=1459436225767&utm_campaign=socialfow_jezebel_twitter&utm_source=jezebel_twitter&utm_medium=socialflow","republican women: a reminder that your party is not for you","0"
"https://www.theonion.com/hair-weave-shaved-off-1819566118","hair weave shaved off","1"
"https://www.huffingtonpost.comhttp://nymag.com/thecut/2016/02/why-im-buying-a-house-without-a-family.html","why i'm buying a house without a family to put in it","0"
"https://www.theonion.com/nation-gathers-around-area-man-trying-to-parallel-park-1819575066","nation gathers around area man trying to parallel park","1"
"https://entertainment.theonion.com/best-visual-effects-oscar-introduced-by-highly-acclaime-1819592505","best visual effects oscar introduced by highly acclaimed lens flare","1"
"https://www.theonion.com/showerin-real-good-continues-to-top-bridal-style-trend-1820761363","showerin' real good continues to top bridal style trends of 2017","1"
"https://www.theonion.com/late-working-ceo-calls-out-for-coffee-in-vain-1819566990","late-working ceo calls out for coffee in vain","1"
"https://politics.theonion.com/obama-begins-state-of-the-union-by-asking-congress-to-i-1819590563","obama begins state of the union by asking congress to imagine newt gingrich standing before them","1"
"https://www.huffingtonpost.com/entry/jobs-report-february-2016_us_56d9830ce4b0ffe6f8e8f349","4 things you need to know about the latest jobs report","0"
"https://www.huffingtonpost.com/entry/rupaul-interview-james-michael_us_58cf394de4b00705db50615d","rupaul on trump: 'pardon me madame, but the emperor has no clothes!'","0"
"https://local.theonion.com/man-at-adjacent-urinal-pretends-to-look-straight-ahead-1819565003","man at adjacent urinal pretends to look straight ahead","1"
"https://entertainment.theonion.com/the-last-jedi-footage-reveals-chewbacca-balding-since-1821330213","'the last jedi' footage reveals chewbacca balding since 'the force awakens'","1"
"https://www.theonion.com/report-only-2-of-internet-worth-sitting-through-15-se-1819577337","report: only 2% of internet worth sitting through 15-second ad","1"
"https://www.huffingtonpost.com/entry/the-christian-sideshow-in-acts-of-terror_us_59bd4354e4b02c642e4a16f4","the christian sideshow in acts of terror","0"
"https://local.theonion.com/man-checks-to-make-sure-no-one-home-before-recording-so-1819579058","man checks to make sure no one home before recording song into laptop","1"
"https://www.theonion.com/new-weather-channel-sitcom-about-three-guys-three-girl-1819569978","new weather channel sitcom about three guys, three girls, one storm system","1"
"https://www.huffingtonpost.com/entry/what-happened-and-moving-on-from-the-2016-us-election_us_59c5af1ee4b0b7022a646a9a","'what happened' and moving on from the 2016 election","0"
"https://www.huffingtonpost.com/entry/pharmaceutical-industry-p_b_6328224.html","pharmaceutical industry profiting from a solution to a problem they helped create","0"
"https://www.huffingtonpost.comhttp://www.realclearpolitics.com/articles/2016/05/09/how_data_world_missed_the_boat_on_trump.html","how the data world missed the boat on trump","0"
"https://www.huffingtonpost.com/entry/oregon-may-just-be-the-most-stunning-state-in-america-heres-proof_us_5543f2dce4b03f42d6c0cdc6","oregon may just be the most stunning state in america. here's proof.","0"
"https://www.huffingtonpost.com/entry/egyptian-queen-khentakawess-iii_n_6415000.html","tomb of lost egyptian queen discovered","0"
"https://www.huffingtonpost.com/entry/brandon-marshall-sponsor_us_57d310b4e4b00642712d8098","sponsor drops broncos' brandon marshall after national anthem protest","0"
"https://www.huffingtonpost.com/entry/is-your-job-search-too-ol_b_8282996.html","is your job search too old-fashioned?","0"
"https://local.theonion.com/area-man-determined-to-get-money-s-worth-from-pay-toile-1819588972","area man determined to get money's worth from pay toilet","1"
"https://entertainment.theonion.com/lazy-event-planner-throws-bags-of-ice-themed-party-1819572537","lazy event planner throws 'bags of ice'–themed party","1"
"https://www.huffingtonpost.com/entry/im-a-therapist-im-spiritual-and-sometimes-i-get_us_59fdf6c9e4b05e3e1f0a0198","i'm a therapist, and sometimes i get deeply lonely – here's how i deal","0"
"https://www.theonion.com/hospital-paperwork-reduces-mans-reading-comprehension-t-1819571289","hospital paperwork reduces man's reading comprehension to first-grade level","1"
"https://www.theonion.com/therapist-beginning-to-show-cracks-in-caring-facade-1819566941","therapist beginning to show cracks in caring façade","1"
"https://www.huffingtonpost.com/entry/opinion-hales-abortion-protestors_us_5a5524d6e4b0efe47ebdcb30","anti-abortion activists sing a dangerous song","0"
"https://www.huffingtonpost.com/entry/education-reform-and-evid_b_5947980.html","education reform and evidence","0"
"https://www.theonion.com/sixth-graders-family-tree-fails-to-hold-up-to-scrutiny-1819566527","sixth-grader's family tree fails to hold up to scrutiny","1"
"https://www.huffingtonpost.com/entry/my-911-walk-your-talk-pil_b_11951746.html","my 9/11 walk your talk pilgrimage","0"
"https://www.huffingtonpost.com/entry/kim-jong-nam-south-korea-theories_us_58a3ecb9e4b03df370dbb045","south korea suspects female assassins poisoned half-brother of north korean leader","0"
"https://www.huffingtonpost.com/entry/justice-kennedy-grills-baker-in-colorado-same-sex-rights-case_us_5a26f85be4b08220bd787575","justice kennedy grills baker in colorado same-sex rights case","0"
"https://www.huffingtonpost.com/entry/florida-snow-photos_us_5a4cf9e0e4b06d1621bc6a54","it's snowing in florida and people are loving it","0"
"https://www.theonion.com/inside-america-rates-the-skin-colors-1819586370","inside: america rates the skin colors","1"
"https://www.huffingtonpost.com/entry/monkey-robs-jewelry-store-and-we-go-bananas-video_us_5755a716e4b0ed593f14fe20","monkey robs jewelry store and we go bananas (video)","0"
"https://www.huffingtonpost.com/entry/jenny-beavan-oscars-clapping_us_56d838d8e4b0ffe6f8e83b65","jenny beavan doesn't care if people didn't clap for her at the oscars","0"
"https://www.huffingtonpost.com/entry/derek-jeter-ready-to-make-a-life-changing-career-move_us_58e55f86e4b0917d3476e6cc","derek jeter reportedly ready to make a life-changing move","0"
"https://www.huffingtonpost.com/entry/budweiser-super-bowl-2018_us_5a7777d8e4b0905433b578d6","budweiser touts disaster relief efforts in 2018 super bowl ad","0"
"https://www.theonion.com/coddled-potted-plant-could-never-make-it-on-outside-1819574556","coddled potted plant could never make it on outside","1"
"https://www.theonion.com/new-archaeological-find-suggests-mary-magdalene-was-act-1819577341","new archaeological find suggests mary magdalene was actually a size 12","1"
"https://www.huffingtonpost.com/entry/mccain-to-hillary-clinton-youve-got-to-move-on_us_5a1c4a2fe4b0e771d6b7df68","mccain to hillary clinton: 'you've got to move on'","0"
"https://www.huffingtonpost.com/entry/trump-al-gore-recount-fact-check_us_580842a7e4b0dd54ce37f853","no, donald trump isn't doing what al gore did in 2000","0"
"https://www.huffingtonpost.com/entry/hawaii-legalizes-assisted-suicide_us_5ac6c6f5e4b0337ad1e621fb","hawaii becomes the 7th state to legalize medically assisted suicide","0"
"https://www.huffingtonpost.com/entry/jihad-moughniyah-killed_n_6496602.html","israeli strike kills prominent hezbollah members in syria","0"
"https://www.theonion.com/companys-employees-spend-entire-day-touching-base-1819572470","company's employees spend entire day touching base","1"
"https://local.theonion.com/gun-goes-off-during-lifes-third-act-1819571446","gun goes off during life's third act","1"
"https://www.huffingtonpost.com/entry/voter-turnout-at-eu-polls-disinterest-can-be-expensive_b_5372932.html","voter turnout at eu polls: disinterest can be expensive","0"
"https://www.huffingtonpost.com/entry/us-reaches-major-mileston_b_5571793.html","u.s. reaches major milestone: 100,000 american students study in china","0"
"https://www.theonion.com/breaking-still-nothing-1819574852","breaking: still nothing","1"
"https://www.huffingtonpost.com/entry/beyonce-paintings_n_5187330.html","someone inserted beyonce into famous paintings, and it's just as glorious as it sounds","0"
"https://local.theonion.com/roommates-boyfriend-drinking-yet-another-can-of-soda-1819565456","roommate's boyfriend drinking yet another can of soda","1"
"https://www.theonion.com/double-entendre-doesnt-stand-up-to-scrutiny-1819567091","double-entendre doesn't stand up to scrutiny","1"
"https://local.theonion.com/coworker-wondering-if-anyone-interested-in-laying-bare-1819578819","coworker wondering if anyone interested in laying bare their physical shortcomings in basketball league this year","1"
"https://www.huffingtonpost.com/entry/coworker-bad-mood_n_7108610.html","co-worker's bad mood getting you down? here's what to do about it","0"
"https://www.theonion.com/businessman-does-his-work-lying-on-bed-like-schoolgirl-1819591125","businessman does his work lying on bed like schoolgirl","1"
"https://www.huffingtonpost.com/entry/banners-old-dominion-university_us_55d90270e4b04ae49703769d","banners at old dominion university declare students' house a 'freshman daughter drop off' site","0"
"https://www.theonion.com/mit-physicists-split-the-smithereen-1819565627","mit physicists split the smithereen","1"
"https://www.huffingtonpost.com/entry/united-apologizes-darcee-neal_us_562fddd3e4b00aa54a4ba581","united apologizes to passenger with cerebral palsy who had to crawl off plane","0"
"https://politics.theonion.com/anthropologists-discover-ancient-greek-super-pac-that-h-1819577782","anthropologists discover ancient greek super pac that helped shape first democracy","1"
"https://www.theonion.com/saltless-pretzel-hangs-alone-in-bulb-heated-rack-1819564855","saltless pretzel hangs alone in bulb-heated rack","1"
"https://www.theonion.com/bouncer-instructed-not-to-let-people-like-himself-in-1819577534","bouncer instructed not to let people like himself in","1"
"https://www.huffingtonpost.com/entry/china-africa-trump_us_58af1ee3e4b060480e05bcb7","is china a partner or a predator in africa? it's complicated.","0"
"https://www.theonion.com/13-year-old-boy-diagnosed-with-incurable-puberty-1819575216","13 year old boy diagnosed with incurable puberty","1"
"https://www.huffingtonpost.com/entry/chicago-restaurant-shooting_us_58de2c1fe4b08194e3b91225","mother watches as her sons, 2 others gunned down in chicago restaurant","0"
"https://www.theonion.com/conjoined-twins-separated-at-birth-reunited-in-freak-ac-1819588081","conjoined twins separated at birth reunited in freak accident","1"
"https://local.theonion.com/kinky-lawn-chair-likes-leaving-woman-with-marks-all-ove-1819592817","kinky lawn chair likes leaving woman with marks all over her legs","1"
"https://www.huffingtonpost.com/entry/should-rbgs-trump-criticism-come-home-to-roost_us_595cfa14e4b0f078efd98d94","might rbg's trump criticism come home to roost?","0"
"https://www.huffingtonpost.com/entry/lil-wayne-drake-grindin_n_5665880.html","watch lil wayne & drake perform new single during tour opener","0"
"https://www.huffingtonpost.com/entry/fridays-morning-email-inside-the-sexual-harassment-allegations-against-movie-mogul-harvey-weinstein_us_59d76b10e4b072637c436a7d","friday's morning email: inside the sexual harassment allegations against movie mogul harvey weinstein","0"
"https://local.theonion.com/script-could-use-another-pass-mom-says-1819567764","script could use another pass, mom says","1"
"https://www.huffingtonpost.com/entry/the-room-i-carry-with-me_us_58e9a65de4b0acd784ca5949","the room i carry with me","0"
"https://www.huffingtonpost.com/entry/who-will-be-the-next-james-bond_us_5637ae0ee4b00aa54a4ef708","who will be the next james bond?","0"
"https://www.huffingtonpost.com/entry/philando-castile-department-of-justrice_us_577e598fe4b01edea78ca7e8","doj is monitoring investigation into fatal police shooting of philando castile","0"
"https://www.huffingtonpost.com/entry/book-shelfie_n_5615093.html","what's your book shelfie style?","0"
"https://www.huffingtonpost.com/entry/ukrainian-band-lyudska-podoba-talks-patriarchy-sexualities-and-trojan-horses_b_5955742.html","ukrainian band lyudska podoba talks patriarchy, sexualities and trojan horses","0"
"https://www.huffingtonpost.com/entry/dccc-conor-lamb-pennsylvania-special-election_us_5a6a70ade4b06e2532661eb2","dccc makes first investment in pennsylvania democrat's special election bid","0"
"https://www.theonion.com/school-of-the-arts-aims-to-transform-boys-and-girls-int-1819575322","school of the arts aims to transform boys and girls into insufferable young men and women","1"
"https://www.huffingtonpost.com/entry/pattinson_n_6204864.html","robert pattinson & fka twigs spend time at chateau marmont","0"
"https://www.huffingtonpost.com/entry/thursdays-morning-email-government-shutdown-threat-looms-over-border-wall-faceoff_us_599eb313e4b06d67e335804f","thursday's morning email: government shutdown threat looms over border wall faceoff","0"
"https://www.huffingtonpost.com/entry/lenovo-bendable-phone_us_575ac4e4e4b0ced23ca7c522","the bendy smartphone of the future is (almost) here","0"
"https://politics.theonion.com/new-rnc-ad-endorses-roy-moore-he-s-a-scumbag-but-he-1821020657","new rnc ad endorses roy moore: 'he's a scumbag, but he's our scumbag'","1"
"https://www.huffingtonpost.com/entry/the-daily-show-remembers-anthony-scaramucci-a-man-taken-before-his-time_us_5980b47be4b08e14300617e9","'the daily show' remembers anthony scaramucci, a man taken before his time","0"
"https://www.huffingtonpost.com/entry/why-ill-happily-pay-for-t_b_7002664.html","why i'll happily pay for tidal","0"
"https://www.huffingtonpost.com/entry/trump-nominee-kathleen-hartnett-white-ignores-climate_us_5a03c1f8e4b0c7511e1b39e4","trump nominee kathleen hartnett white ignores climate change in her own backyard","0"
"https://www.huffingtonpost.com/entry/these-8-asian-american-movement-stories-from-the-past-year-show-us-the-way-forward_us_5a53d008e4b01e1a4b187e47","these 8 asian american movement stories from the past year show us the way forward","0"
"https://www.theonion.com/royal-baby-has-father-s-eyes-1819575297","royal baby has father's eyes","1"
"https://www.huffingtonpost.com/entry/nato-trump-stoltenberg_us_58287f4de4b060adb56ee12d","nato leader says going it alone not an option after trump victory","0"
"https://www.huffingtonpost.com/entry/ferguson-protest-demands_n_5701847.html","watch: ferguson protesters have some demands","0"
"https://www.theonion.com/spy-world-famous-1819566663","spy world-famous","1"
"https://www.huffingtonpost.com/entry/emile-ouamouno-ebola-outbreak-started-from-child-patient-zero_n_6083024.html","how the world's worst ebola outbreak started from a single child","0"
"https://www.huffingtonpost.com/entry/will-p51-and-iran-clinch_b_7682790.html","will p5+1 and iran clinch a deal?","0"
"https://www.theonion.com/kurrencykook-com-gives-new-100-bill-mixed-review-1819574878","kurrencykook.com gives new $100 bill mixed review","1"
"https://www.huffingtonpost.com/entry/medical-marijuana-for-disabled-students_us_5644d5c3e4b08cda3487d69d","this is the first u.s. school to allow marijuana for disabled students","0"
"https://local.theonion.com/daddy-issues-worked-out-on-dance-floor-1819590026","daddy issues worked out on dance floor","1"
"https://www.huffingtonpost.com/entry/city-elects-dead-guy_us_58248a82e4b0d9ce6fc10151","california city elects dead man to office after bizarre campaign","0"
"https://politics.theonion.com/romney-this-is-why-they-call-me-turnaround-mitty-from-1819574029","romney: 'this is why they call me turnaround mitty from comeback city'","1"
"https://www.huffingtonpost.com/entry/donald-trump-hurricane-harvey-political-cover_us_59a14149e4b05710aa5c662c","twitter users blast donald trump for using hurricane harvey 'as political cover'","0"
"https://local.theonion.com/area-man-excited-to-hear-girlfriend-has-been-doing-a-lo-1819579919","area man excited to hear girlfriend has been doing a lot of thinking","1"
"https://www.huffingtonpost.com/entry/i-survived-hurricane-maria-thanks-to-the-kindness-of-strangers_us_59d64916e4b0380b6c9ab345","i survived hurricane maria thanks only to the kindness of strangers","0"
"https://www.theonion.com/night-of-uninterrupted-deep-sleep-really-throws-man-s-d-1819576920","night of uninterrupted deep sleep really throws man's day off","1"
"https://local.theonion.com/man-clearly-gamed-which-teenage-mutant-ninja-turtle-ar-1819576343","man clearly gamed 'which teenage mutant ninja turtle are you?' quiz to get raphael","1"
"https://www.huffingtonpost.com/entry/shemroy-williams-cheetos-fire_us_582e19e7e4b030997bbe5dfa","man who tried to burn ex-girlfriend's house with cheetos is convicted","0"
"https://www.huffingtonpost.com/entry/billy-mcfarland-fyre-festival-magnises-tickets_us_5907a43fe4b0bb2d08708ae6","fyre festival co-founder has history of failing his customers","0"
"https://entertainment.theonion.com/baseball-slugger-on-pace-to-hit-60-women-1819586286","baseball slugger on pace to hit 60 women","1"
"https://local.theonion.com/grandmother-down-to-10-step-radius-around-recliner-in-d-1819578410","grandmother down to 10-step radius around recliner in den","1"
"https://www.theonion.com/strangulation-the-new-blow-to-the-head-says-hired-kill-1819567351","strangulation the new blow to the head, says hired killer magazine","1"
"https://local.theonion.com/area-couple-not-sure-if-sex-was-tantric-1819570904","area couple not sure if sex was tantric","1"
"https://www.huffingtonpost.com/entry/how-to-make-a-sex-playlist-that-doesnt-suck-according-to-djs_us_5ae8f7c8e4b00f70f0ecfdfd","how to make a sex playlist that isn't corny as hell, according to djs","0"
"https://www.huffingtonpost.com/entry/the-gun-industrys-big-new-thing-is-neither-big-nor-new_us_598a3289e4b0449ed5064619","the gun industry's next big thing is neither big nor new","0"
"https://www.huffingtonpost.com/entry/3-simple-ways-to-relieve-_b_6305994.html","3 simple ways to relieve holiday tension with tai chi","0"
"https://local.theonion.com/little-karate-figures-on-top-of-local-dojo-s-trophies-a-1819592657","little karate figures on top of local dojo's trophies all cowering in fear","1"
"https://www.huffingtonpost.com/entry/what-actually-happens-whe_b_7148652.html","what actually happens when gay guys see other gay guys and straight people aren't around","0"
"https://www.theonion.com/plant-dead-because-of-you-1819587061","plant dead because of you","1"
"https://www.theonion.com/st-peter-scrambling-to-throw-few-more-innocent-souls-i-1819681025","st. peter scrambling to throw few more innocent souls into hell to meet monthly quota","1"
"https://www.huffingtonpost.com/entry/starr-leaves-baylor-university_us_57b742f2e4b00d9c3a176cb1","starr leaves baylor university faculty post after sex assault scandal","0"
"https://www.huffingtonpost.com/entry/welcome-to-the-age-of-con_b_6129328.html","welcome to the age of context-driven sales and marketing","0"
"https://www.theonion.com/groom-getting-cold-feet-about-bachelor-party-1819568829","groom getting cold feet about bachelor party","1"
"https://www.huffingtonpost.com/entry/mean-girls-and-spongebob-squarepants-lead-the-2018-tony-nominations_us_5ae871aee4b02baed1be2969","'mean girls' and 'spongebob squarepants' lead 2018 tony nominations","0"
"https://www.huffingtonpost.com/entry/pug-puppy-does-the-most-a_b_7444186.html","pug puppy does the most adorable thing when he spots the camera","0"
"https://www.huffingtonpost.com/entry/julius-caesar-death-threats_us_594bbba4e4b0a3a837bd5b87","theater community receives death threats following 'julius caesar' controversy","0"
"https://entertainment.theonion.com/npr-s-new-format-to-feature-soft-spoken-white-guys-1819563882","npr's new format to feature soft-spoken white guys","1"
"https://www.huffingtonpost.com/entry/15-times-adele-made-you-lol-hard_us_569acab2e4b0ce496424b76b","15 times adele made you lol hard","0"
"https://www.huffingtonpost.com/entry/jemele-hill-named-nabjs-2018-journalist-of-the-year_us_5b02c6dfe4b07309e05a9008","jemele hill honored as nabj's journalist of the year","0"
"https://www.huffingtonpost.com/entry/pot-products-are-now-so-potent-they-can-trigger-psychosis_us_58b85482e4b02a4e8ddb0f0d","pot products are now so potent they can trigger psychosis","0"
"https://www.huffingtonpost.com/entry/these-roads-could-recharge-your-electric-car-as-you-drive_us_55d5e2ace4b07addcb45aa59","these roads could recharge your electric car as you drive","0"
"https://www.huffingtonpost.com/entry/inauguration-parade-first-amendment_us_587e48b9e4b0aaa36942a8b9","inaugural parade route for donald trump doesn't violate first amendment, court rules","0"
"https://www.theonion.com/auto-industry-agrees-to-install-brakes-in-suvs-1819586834","auto industry agrees to install brakes in suvs","1"
"https://www.huffingtonpost.com/entry/13-snacks-that-wont-derail-your-resolutions_b_6426240.html","13 snacks that won't derail your resolutions","0"
"https://www.huffingtonpost.com/entry/loft-curvy-plus-size-collection_us_5a787baae4b01ce33eb5655e","loft's highly anticipated plus-size line is finally here","0"
"https://www.theonion.com/belt-looks-weird-on-child-1819592142","belt looks weird on child","1"
"https://www.theonion.com/fredericks-of-anchorage-debuts-crotchless-long-underwea-1819587757","frederick's of anchorage debuts crotchless long underwear","1"
"https://www.huffingtonpost.com/entry/blake-lively-brought-her-family-to-the-met-gala-without-you-even-noticing_us_5af197bde4b0c4f19326dc46","blake lively brought her family to the met gala without you even noticing","0"
"https://entertainment.theonion.com/michael-jackson-hires-magical-anthropomorphic-giraffe-a-1819589301","michael jackson hires magical anthropomorphic giraffe as defense lawyer","1"
"https://www.theonion.com/corey-hart-still-performing-sunglasses-at-night-somewhe-1819586680","corey hart still performing 'sunglasses at night' somewhere","1"
"https://local.theonion.com/bully-tragically-trusted-to-sign-arm-cast-1819589269","bully tragically trusted to sign arm cast","1"
"https://www.theonion.com/report-most-americans-have-enough-saved-for-retirement-1819576731","report: most americans have enough saved for retirement to live comfortably on streets","1"
"https://www.huffingtonpost.com/entry/mom-and-dad-please-explai_b_6406970.html","mom and dad, please explain this one to your daughters","0"
"https://www.huffingtonpost.com/entry/2016-perspectives-from-th_b_7990920.html","2016 perspectives from the festival of politics","0"
"https://local.theonion.com/woman-already-off-to-bad-start-as-mother-after-requesti-1819577801","woman already off to bad start as mother after requesting epidural","1"
"https://www.huffingtonpost.com/entry/iran-speed-climber-farnaz-esmaeilzadeh_us_5779fbb2e4b0416464105e75","iran's amazing spider-woman climbs a wall so fast it doesn't look real","0"
"https://politics.theonion.com/trump-boys-beg-father-to-nominate-g-i-joe-action-figur-1825543511","trump boys beg father to nominate g.i. joe action figure cobra commander for va secretary","1"
"https://entertainment.theonion.com/robin-williams-still-missing-after-three-day-free-assoc-1819565219","robin williams still missing after three-day free-association binge","1"
"https://www.huffingtonpost.com/entry/master-plan-for-addressing-racial-inequality_us_55f6e7a7e4b077ca094fa1c7","political eye: a comprehensive master plan for addressing racial inequality","0"
"https://www.huffingtonpost.com/entry/school-lunches-saved-me-from-starving_us_58bf0be8e4b06660f479e5c4","free school lunches kept me from starving","0"
"https://www.huffingtonpost.com/entry/steve-harvey-t-mobile-super-bowl-ad_us_56b7ea0de4b08069c7a7bd5b","steve harvey is still milking his miss universe f**kup in t-mobile super bowl commercial","0"
"https://www.huffingtonpost.com/entry/south-sudan-independence-food-crisis_us_59610b0ae4b0615b9e91dc5b","south sudan marks 6 years of independence as 6 million go hungry","0"
"https://www.huffingtonpost.com/entry/holiday-season-perfect-fo_b_6001168.html","holiday season perfect for big change in your hair style","0"
"https://www.huffingtonpost.com/entry/nerdist-thanksgiving-hunger-games_n_6186908.html","'gobbler games' is the brutal hunger games parody you need to see","0"
"https://www.theonion.com/james-dyson-meets-in-secret-with-alien-ambassador-to-re-1819579291","james dyson meets in secret with alien ambassador to receive technology for new hand dryer","1"
"https://local.theonion.com/parents-at-graduation-celebrate-child-s-last-accomplish-1819591769","parents at graduation celebrate child's last accomplishment","1"
"https://www.huffingtonpost.com/entry/tanisha-anderson-death_n_6407656.html","death of mentally ill woman in police custody ruled a homicide","0"
"https://www.huffingtonpost.com/entry/theresa-duncan-video-games_n_7244190.html","this grrrl power video game is everything that's right about the '90s","0"
"https://www.huffingtonpost.com/entry/fridays-morning-email-hope-is-fading-in-puerto-rico-over-the-government-response_us_59ce2b36e4b09538b5079bee","friday's morning email: hope is fading in puerto rico over the government response","0"
"https://www.huffingtonpost.com/entry/a-simple-experiment-in-empathy_b_5353752.html","a simple experiment in empathy","0"
"https://local.theonion.com/pastor-always-knew-agnostic-would-come-crawling-back-to-1819577029","pastor always knew agnostic would come crawling back to church for wedding","1"
"https://www.huffingtonpost.com/entry/if-the-presidential-elect_b_7701702.html","if the presidential election were held tomorrow, i'd shoot myself","0"
"https://www.huffingtonpost.com/entry/harvey-weinstein-and-the-danger-of-performative-wokeness_us_59d6b43be4b0f6eed34f421e","harvey weinstein and the danger of performative 'wokeness'","0"
"https://local.theonion.com/party-guest-hoping-birthday-card-with-shirtless-hunk-ta-1819577828","party guest hoping birthday card with shirtless hunk taken in playful spirit with which it was intended","1"
"https://www.huffingtonpost.com/entry/lady-gaga-crop-top_n_7628972.html","lady gaga stuns in rocker crop top","0"
"https://www.huffingtonpost.com/entry/the-oa-netflix_us_586d52bbe4b0eb58648bc18a","great science fiction isn't just about facts. it's about imagination.","0"
